Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,RoomDensity,SaleYear,SaleMonth
glen iris,15 pascoe st,3,h,1275000.0,vb,tim,2016-10-12,9.2,3146.0,3.0,2.0,2.0,669.0,126.0,1970.0,boroondara,-37.8596,145.0871,southern metropolitan,10412.0,55.0,0.004477611940298508,2016.0,10.0
glen iris,1/39 scott gr,1,u,452000.0,s,rt,2016-10-12,9.2,3146.0,1.0,1.0,1.0,63.0,52.0,1980.0,stonnington,-37.8552,145.05,southern metropolitan,10412.0,45.0,0.015625,2016.0,10.0
glen iris,1/33 yeovil rd,3,t,1625000.0,s,jellis,2016-10-12,9.2,3146.0,3.0,2.0,2.0,365.0,126.0,1970.0,boroondara,-37.8526,145.0853,southern metropolitan,10412.0,55.0,0.00819672131147541,2016.0,10.0
glen iris,22 aintree rd,4,h,1800000.0,sp,marshall,2016-12-11,9.2,3146.0,4.0,3.0,2.0,743.0,126.0,1970.0,stonnington,-37.8566,145.0439,southern metropolitan,10412.0,55.0,0.005376344086021506,2016.0,12.0
glen iris,56 brandon st,3,h,1820000.0,s,jellis,2016-12-11,9.2,3146.0,3.0,1.0,3.0,650.0,136.0,1930.0,boroondara,-37.8571,145.0766,southern metropolitan,10412.0,95.0,0.004608294930875576,2016.0,12.0
glen iris,1/6 edgar st,1,u,291000.0,pi,hockingstuart,2016-12-11,9.2,3146.0,1.0,1.0,1.0,1097.0,38.0,1982.0,stonnington,-37.8576,145.0452,southern metropolitan,10412.0,43.0,0.0009107468123861566,2016.0,12.0
glen iris,1/146 glen iris rd,2,u,710000.0,vb,jellis,2016-12-11,9.2,3146.0,2.0,1.0,2.0,123.0,126.0,1970.0,boroondara,-37.8567,145.0666,southern metropolitan,10412.0,55.0,0.016129032258064516,2016.0,12.0
glen iris,20 howitt st,4,h,2376000.0,s,jellis,2016-12-11,9.2,3146.0,4.0,2.0,2.0,652.0,230.0,1925.0,boroondara,-37.8479,145.0557,southern metropolitan,10412.0,100.0,0.006125574272588055,2016.0,12.0
glen iris,115 tooronga rd,2,h,1020000.0,sp,jellis,2016-12-11,9.2,3146.0,2.0,1.0,0.0,251.0,126.0,1910.0,stonnington,-37.8627,145.0402,southern metropolitan,10412.0,115.0,0.007936507936507936,2016.0,12.0
glen iris,22 wills st,3,h,1456000.0,sp,jellis,2016-12-11,9.2,3146.0,3.0,1.0,2.0,504.0,142.0,1920.0,stonnington,-37.8541,145.0544,southern metropolitan,10412.0,105.0,0.005940594059405941,2016.0,12.0
glen iris,20 howie st,3,h,1875000.0,s,marshall,,9.2,3146.0,3.0,2.0,3.0,607.0,126.0,1970.0,boroondara,-37.8534,145.0735,southern metropolitan,10412.0,55.0,0.004934210526315789,,
glen iris,294 tooronga rd,3,h,1430000.0,s,marshall,,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,1970.0,boroondara,-37.8524,145.0425,southern metropolitan,10412.0,55.0,0.007772020725388601,,
glen iris,20 charles st,6,h,2300000.0,s,fletchers,,9.2,3146.0,6.0,2.0,2.0,0.0,126.0,1970.0,boroondara,-37.8519,145.091,southern metropolitan,10412.0,55.0,6.0,,
glen iris,11/63 edgar st n,1,t,345000.0,pi,jellis,,9.2,3146.0,1.0,1.0,1.0,745.0,44.0,1970.0,stonnington,-37.8505,145.0459,southern metropolitan,10412.0,55.0,0.0013404825737265416,,
glen iris,16 flowerdale rd,5,h,2000000.0,pi,marshall,,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,boroondara,-37.8563,145.0709,southern metropolitan,10412.0,105.0,0.007173601147776184,,
glen iris,130 high st,4,h,1550000.0,pi,jellis,,9.2,3146.0,4.0,0.0,0.0,769.0,126.0,1970.0,boroondara,-37.8628,145.0734,southern metropolitan,10412.0,55.0,0.005194805194805195,,
glen iris,11 kenilworth gr,3,h,1625000.0,s,jellis,,9.2,3146.0,4.0,2.0,4.0,1005.0,126.0,1980.0,stonnington,-37.8528,145.0487,southern metropolitan,10412.0,45.0,0.002982107355864811,,
glen iris,2/14 nash st,2,u,480000.0,sp,jellis,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8559,145.049,southern metropolitan,10412.0,55.0,2.0,,
glen iris,10 bardolph st,2,t,585000.0,s,jellis,,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,boroondara,-37.8517,145.0796,southern metropolitan,10412.0,65.0,0.023529411764705882,,
glen iris,2 celia st,5,h,1960000.0,pi,gary,,9.2,3146.0,5.0,3.0,2.0,650.0,126.0,1940.0,boroondara,-37.8534,145.0785,southern metropolitan,10412.0,85.0,0.007680491551459293,,
glen iris,67 celia st,4,h,1700000.0,pi,fletchers,,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,boroondara,-37.8581,145.078,southern metropolitan,10412.0,79.0,0.006144393241167435,,
glen iris,8/18 edgar st,2,u,680000.0,s,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8566,145.0454,southern metropolitan,10412.0,55.0,2.0,,
glen iris,1/15 scott gr,3,t,1220000.0,s,jellis,,9.2,3146.0,3.0,2.0,2.0,278.0,126.0,1999.0,stonnington,-37.8574,145.0496,southern metropolitan,10412.0,26.0,0.010752688172043012,,
glen iris,2/67 staughton rd,3,h,1375000.0,s,marshall,,9.2,3146.0,3.0,2.0,2.0,328.0,176.0,1990.0,boroondara,-37.8529,145.0605,southern metropolitan,10412.0,35.0,0.00911854103343465,,
glen iris,56 wills st,2,h,920000.0,s,fletchers,,9.2,3146.0,2.0,1.0,2.0,334.0,115.0,1930.0,stonnington,-37.8577,145.0576,southern metropolitan,10412.0,95.0,0.005970149253731343,,
glen iris,1/38 edgar st,2,u,382000.0,sp,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,1069.0,33.0,1960.0,stonnington,-37.8547,145.0457,southern metropolitan,10412.0,65.0,0.001869158878504673,,
glen iris,1/64 edgar st n,2,u,545000.0,s,fletchers,,9.2,3146.0,3.0,0.0,0.0,0.0,126.0,1970.0,stonnington,-37.85,145.0465,southern metropolitan,10412.0,55.0,2.0,,
glen iris,1/8 estella st,4,t,1350000.0,vb,woodards,,9.2,3146.0,3.0,2.0,2.0,342.0,126.0,1970.0,boroondara,-37.8622,145.0634,southern metropolitan,10412.0,55.0,0.011661807580174927,,
glen iris,1597 malvern rd,2,h,1280000.0,s,noel,,9.2,3146.0,2.0,1.0,1.0,412.0,123.0,1950.0,stonnington,-37.8541,145.05100000000004,southern metropolitan,10412.0,75.0,0.004842615012106538,,
glen iris,27 celia st,3,h,1825000.0,s,fletchers,,9.2,3146.0,3.0,1.0,2.0,652.0,126.0,1970.0,boroondara,-37.8552,145.0785,southern metropolitan,10412.0,55.0,0.004594180704441042,,
glen iris,116 high st,5,h,2825000.0,pi,jellis,,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,boroondara,-37.8627,145.0719,southern metropolitan,10412.0,12.0,0.0062266500622665,,
glen iris,1 maitland st,3,h,2825000.0,s,jellis,,9.2,3146.0,4.0,2.0,4.0,885.0,217.0,1910.0,stonnington,-37.8577,145.0421,southern metropolitan,10412.0,115.0,0.003386004514672686,,
glen iris,27 sunhill rd,4,h,1825000.0,s,rt,,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,boroondara,-37.8503,145.0586,southern metropolitan,10412.0,26.0,0.010899182561307902,,
glen iris,6/219 burke rd,1,u,328000.0,s,jellis,,9.2,3146.0,1.0,1.0,0.0,0.0,126.0,1970.0,boroondara,-37.8588,145.0512,southern metropolitan,10412.0,55.0,1.0,,
glen iris,8 morell st,4,h,2016000.0,s,jellis,,9.2,3146.0,4.0,2.0,3.0,733.0,126.0,1970.0,boroondara,-37.8561,145.0864,southern metropolitan,10412.0,55.0,0.005449591280653951,,
glen iris,33 rosedale rd,5,h,3085000.0,s,marshall,,9.2,3146.0,5.0,3.0,3.0,778.0,326.0,2000.0,boroondara,-37.8582,145.0715,southern metropolitan,10412.0,25.0,0.006418485237483954,,
glen iris,33a scott gr,3,h,1710000.0,s,noel,,9.2,3146.0,3.0,1.0,3.0,557.0,126.0,1970.0,stonnington,-37.8556,145.0499,southern metropolitan,10412.0,55.0,0.005376344086021506,,
glen iris,23 somerset rd,3,h,1770000.0,sp,noel,,9.2,3146.0,3.0,1.0,3.0,603.0,126.0,1970.0,boroondara,-37.8503,145.0754,southern metropolitan,10412.0,55.0,0.004966887417218543,,
glen iris,10 yeovil rd,3,h,1765000.0,s,philip,,9.2,3146.0,3.0,1.0,2.0,650.0,126.0,1970.0,boroondara,-37.8505,145.0852,southern metropolitan,10412.0,55.0,0.004608294930875576,,
glen iris,5/138 milton pde,2,u,511000.0,s,marshall,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8517,145.0459,southern metropolitan,10412.0,55.0,2.0,,
glen iris,14 rosedale rd,3,h,2000000.0,pi,jellis,,9.2,3146.0,2.0,1.0,2.0,821.0,126.0,1970.0,boroondara,-37.8581,145.0685,southern metropolitan,10412.0,55.0,0.0036496350364963502,,
glen iris,17 rosedale rd,2,h,1600000.0,pi,noel,,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,boroondara,-37.858,145.0696,southern metropolitan,10412.0,75.0,0.0027816411682892906,,
glen iris,20 ruskin rd,3,h,1880000.0,s,rt,,9.2,3146.0,3.0,2.0,2.0,668.0,126.0,1920.0,boroondara,-37.8489,145.0711,southern metropolitan,10412.0,105.0,0.004484304932735426,,
glen iris,3 florence st,5,h,2352500.0,pi,marshall,,9.2,3146.0,5.0,3.0,2.0,642.0,336.0,1930.0,boroondara,-37.859,145.0656,southern metropolitan,10412.0,95.0,0.007776049766718507,,
glen iris,31 gardiner pde,4,h,2625000.0,pi,marshall,,9.2,3146.0,4.0,3.0,2.0,840.0,326.0,1930.0,boroondara,-37.8538,145.0641,southern metropolitan,10412.0,95.0,0.0047562425683709865,,
glen iris,5/1679 malvern rd,2,u,856500.0,s,marshall,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1960.0,stonnington,-37.8566,145.0553,southern metropolitan,10412.0,65.0,2.0,,
glen iris,2b york rd,5,h,1650000.0,pi,noel,,9.2,3146.0,5.0,2.0,2.0,400.0,126.0,1970.0,stonnington,-37.8572,145.0555,southern metropolitan,10412.0,55.0,0.012468827930174564,,
glen iris,1/58 edgar st n,2,t,600000.0,vb,gary,,9.2,3146.0,2.0,1.0,1.0,0.0,1143.0,1970.0,stonnington,-37.8506,145.0465,southern metropolitan,10412.0,55.0,2.0,,
glen iris,2/13 estella st,2,u,690000.0,s,o'donoghues,,9.2,3146.0,2.0,1.0,2.0,166.0,126.0,1970.0,boroondara,-37.863,145.0631,southern metropolitan,10412.0,55.0,0.011976047904191617,,
glen iris,7 hope st,3,t,1200000.0,vb,o'donoghues,,9.2,3146.0,3.0,2.0,2.0,541.0,126.0,1970.0,stonnington,-37.8628,145.0486,southern metropolitan,10412.0,55.0,0.005535055350553505,,
glen iris,15 howitt st,4,h,3010000.0,s,kay,,9.2,3146.0,3.0,3.0,2.0,677.0,126.0,1910.0,boroondara,-37.8476,145.0554,southern metropolitan,10412.0,115.0,0.0058997050147492625,,
glen iris,3/32 iris rd,2,u,785000.0,s,jellis,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,boroondara,-37.8488,145.0573,southern metropolitan,10412.0,55.0,2.0,,
glen iris,98 bath rd,4,h,1950000.0,sp,marshall,,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,boroondara,-37.8561,145.0934,southern metropolitan,10412.0,65.0,0.005154639175257732,,
glen iris,28 ferndale rd,3,h,2200000.0,s,marshall,,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,boroondara,-37.8553,145.0711,southern metropolitan,10412.0,95.0,0.0042796005706134095,,
glen iris,32 howie st,3,h,1751000.0,s,jellis,,9.2,3146.0,3.0,1.0,3.0,609.0,140.0,1930.0,boroondara,-37.8542,145.0733,southern metropolitan,10412.0,95.0,0.004918032786885246,,
glen iris,22 kyarra rd,4,h,1857000.0,s,kay,,9.2,3146.0,4.0,2.0,3.0,548.0,205.0,1930.0,stonnington,-37.8536,145.0547,southern metropolitan,10412.0,95.0,0.007285974499089253,,
glen iris,14/1737 malvern rd,1,u,375000.0,pi,noel,,9.2,3146.0,1.0,1.0,1.0,602.0,126.0,1970.0,stonnington,-37.8597,145.0571,southern metropolitan,10412.0,55.0,0.001658374792703151,,
glen iris,4/15 rix st,2,u,720000.0,vb,jellis,,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,boroondara,-37.8468,145.0515,southern metropolitan,10412.0,85.0,2.0,,
glen iris,8 rix st,3,h,1500000.0,s,rt,,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,boroondara,-37.8471,145.05100000000004,southern metropolitan,10412.0,90.0,0.007462686567164179,,
glen iris,78 valley pde,4,h,2725000.0,s,marshall,,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,boroondara,-37.8521,145.0657,southern metropolitan,10412.0,18.0,0.006622516556291391,,
glen iris,8 hadley ct,2,h,1723000.0,s,jellis,,9.2,3146.0,2.0,1.0,1.0,553.0,126.0,1970.0,boroondara,-37.8464,145.0511,southern metropolitan,10412.0,55.0,0.0036101083032490976,,
glen iris,2/7 maitland st,2,u,529500.0,s,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8572,145.0423,southern metropolitan,10412.0,55.0,2.0,,
glen iris,1687 malvern rd,3,h,2800000.0,s,greg,,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,stonnington,-37.8575,145.0554,southern metropolitan,10412.0,95.0,0.003931847968545216,,
glen iris,21 beatrice st,3,h,1665000.0,s,hockingstuart,,9.2,3146.0,3.0,1.0,2.0,685.0,143.0,1941.0,boroondara,-37.8538,145.0842,southern metropolitan,10412.0,84.0,0.004373177842565598,,
glen iris,8/251 burke rd,2,u,600000.0,s,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,stonnington,-37.8555,145.0518,southern metropolitan,10412.0,65.0,2.0,,
glen iris,60 madeline st,3,h,1420000.0,s,buxton,,9.2,3146.0,3.0,1.0,2.0,615.0,607.0,1940.0,boroondara,-37.8578,145.0919,southern metropolitan,10412.0,85.0,0.00487012987012987,,
glen iris,44a beryl st,3,h,1550000.0,s,jellis,,9.2,3146.0,3.0,2.0,2.0,307.0,126.0,1970.0,boroondara,-37.8531,145.086,southern metropolitan,10412.0,55.0,0.00974025974025974,,
glen iris,3/1526 high st,1,u,420000.0,vb,jellis,,9.2,3146.0,1.0,1.0,1.0,805.0,126.0,2011.0,boroondara,-37.8592,145.0484,southern metropolitan,10412.0,14.0,0.0012406947890818859,,
glen iris,53 madeline st,4,h,1920000.0,s,marshall,,9.2,3146.0,4.0,2.0,2.0,706.0,126.0,1970.0,boroondara,-37.8573,145.0904,southern metropolitan,10412.0,55.0,0.005657708628005658,,
glen iris,21 park rd,5,h,2100000.0,s,jellis,,9.2,3146.0,5.0,3.0,2.0,696.0,126.0,1989.0,boroondara,-37.8478,145.0566,southern metropolitan,10412.0,36.0,0.007173601147776184,,
glen iris,14 queens pde,5,h,2410000.0,pi,marshall,,9.2,3146.0,5.0,2.0,2.0,654.0,354.0,2015.0,boroondara,-37.8515,145.0922,southern metropolitan,10412.0,10.0,0.007633587786259542,,
glen iris,30 valley pde,4,h,2100000.0,pi,marshall,,9.2,3146.0,4.0,2.0,2.0,645.0,216.0,1930.0,boroondara,-37.8516,145.061,southern metropolitan,10412.0,95.0,0.006191950464396285,,
glen iris,15 yeovil rd,4,h,2950000.0,s,kay,,9.2,3146.0,4.0,2.0,2.0,1485.0,295.0,1966.0,boroondara,-37.8509,145.0856,southern metropolitan,10412.0,59.0,0.0026917900403768506,,
glen iris,4/68 edgar st n,2,u,390000.0,s,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8497,145.0466,southern metropolitan,10412.0,55.0,2.0,,
glen iris,1 rosedale rd,4,h,1390000.0,s,noel,,9.2,3146.0,3.0,2.0,3.0,397.0,126.0,1970.0,boroondara,-37.8578,145.06799999999996,southern metropolitan,10412.0,55.0,0.010050251256281407,,
glen iris,59 staughton rd,4,h,1802000.0,s,j,,9.2,3146.0,4.0,3.0,2.0,394.0,126.0,1980.0,boroondara,-37.8523,145.0603,southern metropolitan,10412.0,45.0,0.010126582278481013,,
glen iris,2 bell st,3,h,1310000.0,s,marshall,,9.2,3146.0,3.0,1.0,2.0,464.0,126.0,1970.0,boroondara,-37.8539,145.0702,southern metropolitan,10412.0,55.0,0.0064516129032258064,,
glen iris,24 brandon st,3,h,1931000.0,s,jellis,,9.2,3146.0,3.0,2.0,2.0,648.0,193.0,1975.0,boroondara,-37.8547,145.0771,southern metropolitan,10412.0,50.0,0.004622496147919877,,
glen iris,45 rosedale rd,4,h,2000000.0,pi,rt,,9.2,3146.0,3.0,2.0,4.0,401.0,126.0,1970.0,boroondara,-37.8583,145.0726,southern metropolitan,10412.0,55.0,0.009950248756218905,,
glen iris,318 tooronga rd,2,h,1250000.0,s,marshall,,9.2,3146.0,2.0,1.0,2.0,438.0,107.0,1910.0,stonnington,-37.8511,145.0428,southern metropolitan,10412.0,115.0,0.004555808656036446,,
glen iris,35 adrian st,5,h,2400000.0,vb,jellis,,9.2,3146.0,5.0,3.0,2.0,709.0,672.0,1930.0,boroondara,-37.8529,145.0806,southern metropolitan,10412.0,95.0,0.007042253521126761,,
glen iris,8/13 glenvale rd,2,u,460000.0,pi,hockingstuart,,9.2,3146.0,2.0,1.0,1.0,0.0,126.0,1970.0,stonnington,-37.8578,145.0537,southern metropolitan,10412.0,55.0,2.0,,
glenroy,89 john st,3,h,610000.0,s,ray,2016-03-09,13.0,3046.0,3.0,1.0,2.0,696.0,118.0,1960.0,moreland,-37.6972,144.9431,northern metropolitan,8870.0,65.0,0.00430416068866571,2016.0,3.0
glenroy,55 daley st,3,h,610000.0,s,walshe,2016-03-12,13.0,3046.0,3.0,1.0,3.0,640.0,144.0,1960.0,moreland,-37.6979,144.9335,northern metropolitan,8870.0,65.0,0.0046801872074883,2016.0,3.0
glenroy,2/74 daley st,3,t,555000.0,sp,stockdale,2016-03-12,13.0,3046.0,3.0,2.0,2.0,244.0,3.0,1970.0,moreland,-37.6969,144.9299,northern metropolitan,8870.0,55.0,0.012244897959183673,2016.0,3.0
glenroy,62 farview st,3,h,500000.0,s,nelson,2016-03-12,13.0,3046.0,3.0,1.0,1.0,336.0,126.0,1970.0,moreland,-37.7088,144.9356,northern metropolitan,8870.0,55.0,0.008902077151335312,2016.0,3.0
glenroy,39 morley st,3,h,806500.0,s,barry,2016-03-12,13.0,3046.0,3.0,1.0,2.0,766.0,127.0,1965.0,moreland,-37.6988,144.9372,northern metropolitan,8870.0,60.0,0.003911342894393742,2016.0,3.0
glenroy,23 wheatsheaf rd,5,h,1150000.0,pi,barry,2016-03-12,13.0,3046.0,5.0,3.0,2.0,700.0,126.0,1970.0,moreland,-37.7095,144.9253,northern metropolitan,8870.0,55.0,0.007132667617689016,2016.0,3.0
glenroy,13 acacia st,5,h,850000.0,pi,barry,2017-04-03,13.0,3046.0,5.0,3.0,1.0,487.0,126.0,1970.0,moreland,-37.7088,144.92600000000004,northern metropolitan,8870.0,55.0,0.010245901639344262,2017.0,4.0
glenroy,2 roy st,4,h,550000.0,vb,peter,2017-04-03,13.0,3046.0,4.0,2.0,1.0,683.0,138.0,2017.0,moreland,-37.6964,144.9314,northern metropolitan,8870.0,8.0,0.005847953216374269,2017.0,4.0
glenroy,42 sadie st,3,h,822000.0,s,stockdale,2017-04-03,13.0,3046.0,3.0,1.0,4.0,700.0,105.0,1950.0,moreland,-37.6988,144.9438,northern metropolitan,8870.0,75.0,0.0042796005706134095,2017.0,4.0
glenroy,15 stanley st,3,h,980000.0,sp,brad,2017-04-03,13.0,3046.0,3.0,2.0,3.0,1029.0,136.0,1950.0,moreland,-37.7115,144.9147,northern metropolitan,8870.0,75.0,0.002912621359223301,2017.0,4.0
glenroy,123 glenroy rd,3,h,670000.0,s,stockdale,2016-06-08,13.0,3046.0,3.0,1.0,1.0,652.0,126.0,1970.0,moreland,-37.7062,144.9261,northern metropolitan,8870.0,55.0,0.004594180704441042,2016.0,6.0
glenroy,3/27 harold st,2,u,430000.0,pi,jason,2016-06-08,13.0,3046.0,2.0,1.0,1.0,164.0,100.0,2010.0,moreland,-37.7072,144.9252,northern metropolitan,8870.0,15.0,0.012121212121212121,2016.0,6.0
glenroy,45 stanley st,2,h,852500.0,s,barry,2016-06-08,13.0,3046.0,2.0,1.0,2.0,832.0,126.0,1970.0,moreland,-37.7126,144.9122,northern metropolitan,8870.0,55.0,0.0024009603841536613,2016.0,6.0
glenroy,46 stanley st,4,h,1025000.0,s,burnham,2016-06-08,13.0,3046.0,4.0,2.0,4.0,1011.0,126.0,1970.0,moreland,-37.712,144.9127,northern metropolitan,8870.0,55.0,0.003952569169960474,2016.0,6.0
glenroy,1c barwon st,2,h,540000.0,vb,nelson,2016-07-05,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,moreland,-37.7082,144.9178,northern metropolitan,8870.0,15.0,0.012121212121212121,2016.0,7.0
glenroy,79 glen st,2,h,530000.0,sp,barry,2016-07-11,13.0,3046.0,2.0,1.0,2.0,643.0,126.0,1970.0,moreland,-37.6978,144.9276,northern metropolitan,8870.0,55.0,0.003105590062111801,2016.0,7.0
glenroy,11 caldwell st,3,h,721000.0,s,ypa,2016-08-10,13.0,3046.0,3.0,1.0,2.0,674.0,126.0,1976.0,moreland,-37.7102,144.9362,northern metropolitan,8870.0,49.0,0.0044444444444444444,2016.0,8.0
glenroy,1 gordon ct,3,h,737000.0,s,stockdale,2016-08-10,13.0,3046.0,3.0,1.0,4.0,640.0,97.0,1950.0,moreland,-37.6986,144.9243,northern metropolitan,8870.0,75.0,0.0046801872074883,2016.0,8.0
glenroy,134 john st,3,h,575500.0,s,hockingstuart,2016-08-10,13.0,3046.0,3.0,1.0,1.0,701.0,126.0,1970.0,moreland,-37.6953,144.9397,northern metropolitan,8870.0,55.0,0.004273504273504274,2016.0,8.0
glenroy,4 lyons st,3,h,600000.0,s,barry,2016-08-10,13.0,3046.0,3.0,1.0,2.0,702.0,126.0,1970.0,moreland,-37.6999,144.9387,northern metropolitan,8870.0,55.0,0.004267425320056899,2016.0,8.0
glenroy,24a morell st,3,h,460000.0,sp,raine,2016-08-10,13.0,3046.0,3.0,2.0,2.0,224.0,3.0,1950.0,moreland,-37.702,144.9507,northern metropolitan,8870.0,75.0,0.013333333333333334,2016.0,8.0
glenroy,1/919 pascoe vale rd,3,t,370000.0,pi,walshe,2016-08-10,13.0,3046.0,3.0,2.0,1.0,259.0,126.0,2003.0,moreland,-37.6977,144.9149,northern metropolitan,8870.0,22.0,0.011538461538461539,2016.0,8.0
glenroy,6 cosmos st,3,h,691000.0,s,stockdale,2016-10-09,13.0,3046.0,3.0,1.0,2.0,753.0,126.0,1970.0,moreland,-37.7065,144.9374,northern metropolitan,8870.0,55.0,0.003978779840848806,2016.0,10.0
glenroy,62 everard st,3,h,500000.0,s,nelson,2016-10-09,13.0,3046.0,3.0,1.0,1.0,589.0,126.0,1970.0,moreland,-37.6993,144.9393,northern metropolitan,8870.0,55.0,0.005084745762711864,2016.0,10.0
glenroy,3/28 stanley st,3,t,545000.0,s,barry,2016-10-09,13.0,3046.0,3.0,2.0,1.0,136.0,130.0,2014.0,moreland,-37.7112,144.9142,northern metropolitan,8870.0,11.0,0.021897810218978103,2016.0,10.0
glenroy,30 bourchier st,3,h,670000.0,pi,brad,2016-10-12,13.0,3046.0,3.0,1.0,4.0,734.0,140.0,1960.0,moreland,-37.7007,144.9378,northern metropolitan,8870.0,65.0,0.004081632653061225,2016.0,10.0
glenroy,44 daley st,3,h,572000.0,s,walshe,2016-10-12,13.0,3046.0,3.0,1.0,2.0,627.0,126.0,1970.0,moreland,-37.6974,144.9326,northern metropolitan,8870.0,55.0,0.004777070063694267,2016.0,10.0
glenroy,6 dromana st,4,h,702000.0,s,eview,2016-10-12,13.0,3046.0,4.0,1.0,4.0,606.0,124.0,1956.0,moreland,-37.7104,144.9088,northern metropolitan,8870.0,69.0,0.006589785831960461,2016.0,10.0
glenroy,137 glenroy rd,2,h,730000.0,s,barry,2016-10-12,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,moreland,-37.706,144.9245,northern metropolitan,8870.0,75.0,0.0028328611898017,2016.0,10.0
glenroy,24 trevannion st,3,h,711500.0,s,stockdale,2016-10-12,13.0,3046.0,3.0,1.0,3.0,667.0,81.0,1950.0,moreland,-37.7005,144.9185,northern metropolitan,8870.0,75.0,0.004491017964071856,2016.0,10.0
glenroy,1 tudor st,3,h,820000.0,vb,nelson,2016-10-12,13.0,3046.0,3.0,2.0,4.0,805.0,126.0,1970.0,moreland,-37.708,144.9211,northern metropolitan,8870.0,55.0,0.0037220843672456576,2016.0,10.0
glenroy,45 cosmos st,5,h,810000.0,s,stockdale,2017-11-03,13.0,3046.0,5.0,4.0,4.0,695.0,176.0,1950.0,moreland,-37.7028,144.9377,northern metropolitan,8870.0,75.0,0.007183908045977011,2017.0,11.0
glenroy,9/11 currajong st,2,u,250000.0,sp,barry,2016-12-11,13.0,3046.0,2.0,1.0,1.0,0.0,61.0,1970.0,moreland,-37.711,144.9178,northern metropolitan,8870.0,55.0,2.0,2016.0,12.0
glenroy,1/1 danae st,3,t,460000.0,s,eview,2016-12-11,13.0,3046.0,3.0,1.0,1.0,325.0,106.0,1970.0,moreland,-37.7001,144.9291,northern metropolitan,8870.0,55.0,0.009202453987730062,2016.0,12.0
glenroy,24 sadie st,3,h,793000.0,s,eview,2016-12-11,13.0,3046.0,3.0,1.0,2.0,780.0,120.0,1960.0,moreland,-37.7,144.9427,northern metropolitan,8870.0,65.0,0.0038412291933418692,2016.0,12.0
glenroy,7/89 station rd,2,u,340000.0,s,nelson,2016-12-11,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,moreland,-37.7071,144.9176,northern metropolitan,8870.0,55.0,2.0,2016.0,12.0
glenroy,57 view st,3,h,596000.0,s,hodges,2016-12-11,13.0,3046.0,3.0,1.0,3.0,624.0,126.0,1970.0,moreland,-37.6967,144.9313,northern metropolitan,8870.0,55.0,0.0048,2016.0,12.0
glenroy,149 augustine tce,3,h,447500.0,s,melbourne,,13.0,3046.0,3.0,1.0,1.0,320.0,130.0,2000.0,moreland,-37.6949,144.9122,northern metropolitan,8870.0,25.0,0.009345794392523364,,
glenroy,45 fran st,3,h,588000.0,s,ypa,,13.0,3046.0,3.0,1.0,1.0,616.0,125.0,1960.0,moreland,-37.7029,144.9053,northern metropolitan,8870.0,65.0,0.004862236628849271,,
glenroy,1/25 morell st,3,h,420000.0,pi,raine,,13.0,3046.0,3.0,1.0,2.0,0.0,96.0,1960.0,moreland,-37.7025,144.9504,northern metropolitan,8870.0,65.0,3.0,,
glenroy,2/22 sadie st,2,u,410000.0,sp,brad,,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,moreland,-37.7002,144.9428,northern metropolitan,8870.0,25.0,0.009950248756218905,,
glenroy,44 widford st,3,h,688000.0,s,stockdale,,13.0,3046.0,3.0,1.0,4.0,700.0,126.0,1970.0,moreland,-37.7022,144.924,northern metropolitan,8870.0,55.0,0.0042796005706134095,,
